"Date","HML_Adj","HML_Raw","HML_Delta","WeightType","RiskPremium","SMB","HML_Std"
2025-09-01,-0.0819367294938429,-0.0625306285324581,-0.0194061009613848,"VW",0.007886,-0.007975,-0.023007
2025-10-01,0.0733702884266267,0.0764163435515488,-0.00304605512492216,"VW",0.018882,0.008544,0.04812
2025-11-01,0.0408068549660921,0.0416273739446337,-0.000820518978541684,"VW",-0.012412,0.024799,0.018864
2025-12-01,-0.0341921401123852,-0.030526564428995,-0.00366557568339015,"VW",0.023226,-0.016163,-0.006487
2008-07-01,0.0347810699637681,0.0307935122167325,0.00398755774703557,"EW",0.019857,0.087877,0.002528
2008-08-01,0.0483472817204301,0.0486570702508961,-0.000309788530465982,"EW",-0.15066,-0.088312,0.030234
2008-09-01,0.0455594906726231,0.0456465429019964,-8.70522293733161e-05,"EW",-0.071351,-0.030662,0.03859
2008-10-01,0.0162531140807905,0.0135688353775776,0.00268427870321297,"EW",-0.262438,0.010845,0.030937
2008-11-01,0.0495789853873239,0.0455280332042254,0.00405095218309859,"EW",0.112747,0.095304,-0.016385
2008-12-01,-0.0576641283308674,-0.0629910984196397,0.00532697008877221,"EW",-0.005989,0.075206,-0.039037
2009-01-01,0.0317664685193195,0.0325009430964052,-0.000734474577085753,"EW",0.11069,0.040802,-0.018003
2009-02-01,0.0580599980821918,0.0586261110958904,-0.000566113013698633,"EW",0.050503,0.045555,-0.017919
2009-03-01,0.0131558771020151,0.0155115499478704,-0.00235567284585533,"EW",0.163015,0.075955,-0.051357
2009-04-01,0.0286258862677077,0.034049500614802,-0.00542361434709431,"EW",0.045911,0.034071,0.014807
2009-05-01,0.0311577671338071,0.0302107885700594,0.000946978563747723,"EW",0.051924,0.030207,0.003924
2009-06-01,0.0122731376245968,0.0125594949517275,-0.000286357327130768,"EW",0.136025,-0.091757,-0.016668
2009-07-01,0.0487884068398935,0.048285341846824,0.000503064993069458,"EW",0.164515,-0.031906,0.021235
2009-08-01,-0.0059925382838284,-0.020989951941512,0.0149974136576836,"EW",-0.219901,0.061762,-0.023972
2009-09-01,0.0138570177433993,0.00953558799483238,0.00432142974856696,"EW",0.050538,-0.025297,-0.016304
2009-10-01,-0.00144805167839153,0.000160512906027435,-0.00160856458441896,"EW",0.086467,0.032472,-0.003578
2009-11-01,0.0383983469196196,0.0348245816479938,0.00357376527162584,"EW",0.074081,0.08275,0.003528
2009-12-01,0.0200862871356609,0.0180312502023623,0.00205503693329859,"EW",0.030193,0.012538,0.025173
2010-01-01,0.000510107590759076,-0.00102684950495049,0.00153695709570956,"EW",-0.090104,0.072028,-0.018919
2010-02-01,0.00690400390854185,0.00685177751078515,5.22263977566981e-05,"EW",0.024046,0.065069,-0.019492
2010-03-01,-0.00297812644736842,-0.00489219907894737,0.00191407263157895,"EW",0.023421,0.021816,-0.005504
2010-04-01,-0.0261981912873458,-0.0371982695941897,0.0110000783068439,"EW",-0.07983,0.008749,-0.019223
2010-05-01,-0.0481396634166066,-0.0523725081633991,0.00423284474679256,"EW",-0.085229,0.003087,-0.002986
2010-06-01,0.00356124284768213,0.004253535,-0.000692292152317878,"EW",-0.077264,-0.023975,0.003928
2010-07-01,0.0309027291104706,0.0276721951838244,0.00323053392664627,"EW",0.114183,0.042521,-0.026853
2010-08-01,-0.0736237584963828,-0.0770050201950692,0.00338126169868642,"EW",0.013317,0.087314,-0.075616
2010-09-01,-0.0317660194117647,-0.0360066632026144,0.00424064379084968,"EW",0.009753,0.000901,-0.044449
2010-10-01,0.0338121146812392,0.0318638336873403,0.00194828099389892,"EW",0.119258,-0.041885,0.013824
2010-11-01,-0.0662506753821656,-0.0683977466878981,0.0021470713057325,"EW",-0.04994,0.056458,-0.03548
2010-12-01,0.00633519885397196,0.00681374100545171,-0.000478542151479751,"EW",-0.007594,-0.007333,0.015333
2011-01-01,0.07825720237395,0.0759390495059934,0.00231815286795659,"EW",-0.017814,-0.02829,0.040893
2011-02-01,-0.00815126166346242,-0.00800705732399523,-0.000144204339467185,"EW",0.044323,0.064228,-0.030126
2011-03-01,0.0488427640206319,0.0469435320243161,0.00189923199631574,"EW",0.001873,0.010638,0.008039
2011-04-01,0.0258607271907525,0.0269658530174081,-0.00110512582665561,"EW",-0.010276,-0.02444,0.003979
2011-05-01,0.00138240827123889,0.0019070576085254,-0.000524649337286506,"EW",-0.063684,-0.011721,0.002114
2011-06-01,-0.0216631963109756,-0.0228534737195122,0.00119027740853658,"EW",0.020831,0.02192,-0.016585
2011-07-01,-0.0491410467214485,-0.048500329187558,-0.000640717533890445,"EW",-0.017199,0.031037,-0.044864
2011-08-01,-0.0190084446382573,-0.0161060367832522,-0.00290240785500514,"EW",-0.049416,0.018516,-0.012194
2011-09-01,0.0328895624621638,0.0321200357058433,0.000769526756320429,"EW",-0.086875,-0.02658,0.036443
2011-10-01,0.011063334062306,0.0123034628774197,-0.00124012881511372,"EW",0.045587,-0.009817,0.023869
2011-11-01,-0.0324391952838356,-0.0338289027974743,0.00138970751363868,"EW",-0.053179,0.011124,-0.014623
